Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,CabinLetter,Title,Age
0,3,female,1,1,44.54077911376953,C,B,Mrs.,26.35526466369629
0,3,male,1,0,61.2239990234375,S,C,Mr.,44.83094024658203
0,3,male,0,0,26.48481559753418,S,B,Mr.,39.46461868286133
0,3,male,2,0,46.59712219238281,S,C,Mr.,19.209291458129883
0,3,female,1,1,30.051305770874023,S,NoCabin,Mrs.,12.287091255187988
0,3,female,1,1,82.5225601196289,S,C,Mrs.,9.821709632873535
0,3,female,0,1,-0.5885633826255798,Q,NoCabin,Miss.,21.937772750854492
0,3,male,0,0,-12.87804889678955,S,NoCabin,Mr.,26.45391845703125
0,3,male,0,1,23.51165008544922,C,C,Mr.,30.428478240966797
0,3,female,0,0,61.50478744506836,S,B,Miss.,21.166852951049805
0,3,male,0,0,-9.364205360412598,S,D,Mr.,36.02004623413086
0,3,male,0,0,8.744763374328613,S,D,Mr.,55.110015869140625
0,3,male,1,1,45.69925308227539,S,C,Mr.,37.074012756347656
0,3,male,1,1,52.78887939453125,C,C,Mr.,39.159698486328125
0,3,male,0,1,39.516387939453125,Q,C,Mr.,35.467994689941406
0,3,male,0,0,49.79555892944336,C,C,Mr.,19.19166374206543
0,3,male,0,0,3.3700642585754395,C,C,Mrs.,27.32842445373535
0,3,male,0,-1,8.4327974319458,S,NoCabin,Mr.,19.09087562561035
0,3,male,2,1,40.45630645751953,C,C,Miss.,26.282352447509766
0,3,male,1,0,41.446983337402344,S,NoCabin,Mr.,21.106292724609375
0,3,male,0,0,-4.59558629989624,S,D,Mr.,50.83492660522461
0,3,male,1,1,59.67448806762695,S,C,Mr.,33.674964904785156
0,3,male,1,0,40.925601959228516,S,NoCabin,Mr.,27.243558883666992
0,3,male,2,0,54.29679870605469,S,C,Mr.,51.90762710571289
0,3,male,1,0,-2.650479793548584,S,C,Mr.,25.26567268371582
0,3,male,-1,0,-30.277708053588867,S,B,Mr.,30.002735137939453
0,3,male,0,1,-60.247127532958984,S,B,Mr.,41.110897064208984
0,3,male,1,0,17.171079635620117,S,B,Mr.,40.30805587768555
0,3,female,1,1,8.069987297058105,Q,NoCabin,Miss.,18.155961990356445
0,3,male,0,0,8.914711952209473,S,NoCabin,Mr.,40.59128189086914
0,3,male,1,0,46.91759490966797,S,NoCabin,Mr.,31.562999725341797
0,3,male,0,0,-27.434473037719727,S,D,Mr.,36.00630569458008
0,3,male,0,0,-31.711809158325195,S,D,Mr.,38.33903121948242
0,3,female,0,1,-59.640811920166016,C,C,Mrs.,18.961471557617188
0,3,male,1,0,34.14158630371094,C,C,Mr.,40.366912841796875
0,3,male,0,0,8.457924842834473,S,NoCabin,Mr.,26.117258071899414
0,3,male,0,0,40.96072006225586,S,C,Mr.,19.980974197387695
0,2,female,0,2,15.400259971618652,S,B,Miss.,21.089202880859375
0,3,male,1,0,9.787549018859863,S,D,Mr.,51.14033508300781
0,3,female,1,1,55.4928092956543,S,NoCabin,Mrs.,11.862761497497559
0,3,male,0,0,-10.50883960723877,S,D,Mr.,50.800785064697266
0,3,male,0,-1,10.467888832092285,S,D,Mr.,41.608673095703125
0,3,male,1,0,28.426122665405273,S,D,Mr.,28.424789428710938
0,3,male,2,0,13.941777229309082,S,C,Mr.,34.35668182373047
0,3,male,2,0,67.82247161865234,S,B,Mr.,27.437164306640625
0,3,male,0,0,-1.1165976524353027,S,NoCabin,Mr.,43.37788772583008
0,3,female,0,0,12.536377906799316,S,NoCabin,Mrs.,25.499486923217773
0,2,male,1,1,25.93499755859375,S,B,Mr.,41.69704818725586
0,3,male,2,0,66.5697021484375,S,NoCabin,Mr.,40.4127082824707
0,3,male,0,0,-25.708765029907227,S,NoCabin,Mr.,36.63551330566406
0,3,male,1,0,23.432100296020508,S,NoCabin,Mr.,52.05223846435547
0,3,male,0,0,69.52510833740234,S,NoCabin,Mr.,46.51694869995117
0,3,male,0,0,50.30833053588867,S,NoCabin,Mr.,21.860767364501953
0,3,male,0,0,38.902950286865234,S,C,Mr.,29.774112701416016
0,3,male,0,0,8.757323265075684,S,NoCabin,Mr.,38.51493835449219
0,3,female,0,0,33.956722259521484,C,B,Mrs.,8.889994621276855
0,3,male,0,-1,-41.636714935302734,S,NoCabin,Mr.,22.53162384033203
0,3,male,2,1,51.52605056762695,C,C,Mr.,30.162504196166992
0,3,male,1,1,57.719505310058594,S,C,Mr.,31.84077262878418
0,3,male,-1,0,31.920564651489258,S,NoCabin,Mr.,41.6937370300293
0,3,male,1,0,37.17256164550781,S,C,Mr.,32.6740608215332
0,3,male,0,-1,-5.986978054046631,S,B,Mr.,46.676780700683594
0,3,male,-1,0,19.59994888305664,S,NoCabin,Mr.,32.58396530151367
0,3,male,1,1,65.97813415527344,S,NoCabin,Mr.,15.430943489074707
0,3,male,1,0,24.77724838256836,S,D,Mr.,29.83346939086914
0,3,male,2,0,18.819686889648438,S,NoCabin,Mr.,7.825882434844971
0,3,male,2,0,-9.835114479064941,S,NoCabin,Mr.,38.592254638671875
0,3,male,1,0,59.79115295410156,S,NoCabin,Mr.,30.353303909301758
0,3,male,-1,0,15.51792049407959,S,NoCabin,Mr.,19.90647315979004
0,3,male,1,0,-11.969468116760254,S,NoCabin,Mr.,16.96803092956543
0,3,male,1,1,-8.79195499420166,S,C,Mr.,21.387487411499023
0,3,female,-1,0,29.174772262573242,C,B,Miss.,-7.5490641593933105
0,3,male,1,0,35.93295669555664,S,NoCabin,Mr.,42.391780853271484
0,3,female,-1,1,-9.5540132522583,C,C,Miss.,-3.0346713066101074
0,3,male,1,1,43.35298538208008,S,NoCabin,Mr.,17.898775100708008
0,3,male,-1,0,16.11637306213379,S,NoCabin,Mr.,29.456317901611328
0,3,male,0,0,5.872034549713135,S,C,Mr.,24.101682662963867
0,3,male,0,0,3.804966449737549,S,NoCabin,Mr.,28.119611740112305
0,3,male,1,1,22.23126792907715,C,C,Miss.,15.477636337280273
0,3,male,0,0,41.22188949584961,S,B,Mr.,23.128063201904297
0,3,female,0,1,40.747901916503906,C,C,Miss.,29.105438232421875
0,3,male,2,0,55.39999771118164,S,NoCabin,Mr.,21.303852081298828
0,3,male,1,0,42.31820297241211,S,C,Mr.,33.258628845214844
0,3,male,1,0,44.17955780029297,S,NoCabin,Mr.,20.131885528564453
0,2,male,1,0,-10.817166328430176,S,B,Mr.,19.05447006225586
0,3,male,1,0,52.526161193847656,S,NoCabin,Mr.,14.128365516662598
0,3,male,1,1,16.97296714782715,S,C,Mr.,22.51165008544922
0,3,male,0,0,10.016007423400879,S,NoCabin,Mr.,31.98749542236328
0,3,male,0,0,2.7462220191955566,S,D,Mr.,29.44969367980957
0,3,male,0,1,38.9296875,S,C,Mr.,35.35063934326172
0,3,male,1,0,10.113631248474121,S,D,Mr.,53.00002670288086
0,3,male,2,0,52.764347076416016,S,B,Mr.,38.61720657348633
0,3,female,1,1,79.05085754394531,C,C,Mrs.,11.460497856140137
0,3,male,1,0,40.70977020263672,S,C,Mr.,36.07024383544922
0,3,male,0,1,49.416465759277344,C,B,Mr.,22.851633071899414
0,3,male,2,1,96.42138671875,S,B,Master.,47.29533004760742
0,3,male,1,0,43.193660736083984,S,NoCabin,Mr.,40.395057678222656
0,3,male,0,0,19.51841163635254,S,NoCabin,Mr.,28.356552124023438
0,3,male,1,0,8.506232261657715,S,NoCabin,Mr.,22.556467056274414
0,3,male,1,1,31.60984992980957,S,C,Mr.,26.514026641845703
0,3,male,2,0,-39.000911712646484,S,NoCabin,Mr.,40.2869987487793
0,3,male,1,0,37.11262512207031,C,B,Mr.,23.238733291625977
0,3,male,0,0,0.9382863640785217,S,NoCabin,Mr.,32.7551383972168
0,3,male,1,1,46.97441101074219,C,B,Mr.,31.274280548095703
0,3,male,1,0,84.3197250366211,C,C,Mr.,21.380294799804688
0,3,male,1,1,18.847248077392578,C,C,Mr.,16.255558013916016
0,3,male,0,1,138.86871337890625,S,C,Mr.,47.170166015625
0,3,male,2,1,85.15640258789062,C,C,Mr.,34.684303283691406
0,3,male,2,0,87.0743637084961,S,C,Mr.,35.9830436706543
0,3,male,1,0,44.14670181274414,S,NoCabin,Mr.,31.077396392822266
0,3,male,-1,0,-1.4158873558044434,S,D,Mr.,37.153987884521484
0,3,male,0,0,38.42896270751953,C,C,Miss.,24.518251419067383
0,3,male,0,0,60.7012939453125,S,C,Mr.,41.30006790161133
0,3,female,1,1,11.290266990661621,S,NoCabin,Mrs.,11.05197811126709
0,3,male,0,1,56.70624923706055,S,B,Mr.,27.578290939331055
0,3,male,0,1,-23.161653518676758,S,D,Mr.,38.07777786254883
0,3,male,0,0,44.843902587890625,S,C,Mr.,56.05218505859375
0,3,male,1,0,4.819000720977783,S,NoCabin,Mr.,41.73481369018555
0,3,male,0,1,9.388260841369629,S,C,Mr.,45.184722900390625
0,3,male,0,0,2.146355152130127,S,NoCabin,Mr.,23.4506893157959
0,3,male,0,0,-5.090127468109131,S,NoCabin,Mr.,35.77410125732422
0,3,male,1,1,63.09910202026367,S,C,Mr.,55.09933853149414
0,3,male,1,1,52.726192474365234,Q,NoCabin,Mrs.,30.265602111816406
0,3,female,0,1,72.22763061523438,S,C,Miss.,29.895353317260742
0,3,female,0,0,36.8359489440918,C,B,Mrs.,14.577156066894531
0,2,female,0,1,39.4853515625,S,B,Miss.,27.778955459594727
0,3,male,0,1,15.389483451843262,S,B,Mr.,10.254372596740723
0,3,male,0,0,37.71019744873047,S,C,Mr.,29.144121170043945
0,3,male,0,0,-4.137044429779053,S,B,Mr.,32.05459976196289
0,3,male,0,1,65.27877044677734,C,C,Mrs.,31.09749412536621
0,3,female,0,1,42.4616813659668,S,C,Mrs.,21.487545013427734
0,3,male,1,1,64.21371459960938,C,C,Mr.,20.03105926513672
0,3,male,1,0,35.725807189941406,S,C,Mr.,28.6683349609375
0,3,male,1,0,18.709484100341797,S,NoCabin,Mr.,17.762950897216797
0,3,male,0,0,-11.962357521057129,S,NoCabin,Mr.,35.56251525878906
0,3,male,1,0,-17.284269332885742,S,B,Mr.,60.32408905029297
0,1,female,0,1,66.35610961914062,S,B,Mrs.,19.980390548706055
0,3,female,1,1,53.8029670715332,C,C,Mrs.,29.585323333740234
0,3,male,0,1,62.498573303222656,S,B,Mr.,27.60657501220703
0,3,male,1,0,-22.619722366333008,S,NoCabin,Mr.,36.74762725830078
0,3,male,0,-1,-41.872867584228516,S,NoCabin,Mr.,35.37504577636719
0,3,male,1,0,11.12018871307373,S,C,Mr.,26.731605529785156
0,3,male,-1,-1,-56.70383071899414,S,NoCabin,Mr.,34.667999267578125
0,3,male,-1,0,8.928282737731934,S,NoCabin,Mr.,31.384130477905273
0,3,male,0,1,28.967844009399414,S,B,Miss.,12.31180477142334
0,3,female,1,0,23.24212074279785,S,C,Mr.,20.275545120239258
0,3,male,0,0,66.355224609375,S,NoCabin,Mr.,25.665443420410156
0,3,male,1,0,58.756282806396484,S,NoCabin,Mr.,29.86370086669922
0,3,male,0,0,14.558056831359863,S,NoCabin,Mr.,29.624752044677734
0,3,male,0,0,-3.036954402923584,S,D,Mr.,22.599828720092773
0,3,male,1,0,46.72391891479492,S,NoCabin,Mr.,39.38888168334961
0,3,male,1,1,37.48959732055664,S,D,Mr.,27.31220245361328
0,3,male,0,-1,-9.688782691955566,S,NoCabin,Mr.,34.020851135253906
0,3,male,-1,0,-22.34953498840332,S,NoCabin,Mr.,39.70634078979492
0,3,male,1,0,11.651680946350098,S,C,Mr.,41.31865310668945
0,3,male,-1,-1,25.629684448242188,S,NoCabin,Mr.,40.98142623901367
0,3,male,0,0,76.54063415527344,C,C,Mr.,23.00475311279297
0,3,male,-1,0,43.71102523803711,C,C,Mr.,44.94960403442383
0,3,female,0,0,-36.8754997253418,C,C,Mrs.,11.191176414489746
0,3,female,1,0,17.822519302368164,S,C,Mrs.,17.37590980529785
0,3,male,0,0,83.80498504638672,S,C,Mr.,30.57779312133789
0,3,male,1,0,41.32726287841797,S,NoCabin,Mr.,13.552541732788086
0,3,male,0,1,57.54309844970703,C,B,Mr.,41.912994384765625
0,3,male,0,1,2.015455722808838,C,C,Mrs.,19.15216064453125
0,3,male,0,0,21.430065155029297,S,NoCabin,Mr.,24.51972007751465
0,3,male,0,0,20.114681243896484,S,NoCabin,Mr.,28.863819122314453
0,3,female,1,1,102.34535217285156,S,C,Miss.,31.020418167114258
0,3,male,0,0,54.891780853271484,S,NoCabin,Mr.,27.069067001342773
0,3,female,1,0,46.1405143737793,C,C,Mrs.,25.147703170776367
0,1,male,0,0,3.1897168159484863,S,NoCabin,Mr.,11.579350471496582
0,1,female,1,0,49.42741394042969,Q,B,Miss.,34.680397033691406
0,3,male,0,0,-7.559686183929443,S,NoCabin,Mr.,19.171382904052734
0,3,male,1,0,56.56665802001953,S,NoCabin,Mr.,44.7772216796875
0,3,male,1,0,63.89750289916992,S,B,Misc.,35.36238479614258
0,3,female,1,1,21.95376205444336,C,C,Miss.,18.687908172607422
0,3,male,0,0,9.014466285705566,S,C,Mr.,17.528711318969727
0,3,male,1,0,48.77324676513672,S,B,Mr.,24.178417205810547
0,3,male,1,0,-17.07505989074707,S,D,Mr.,38.325408935546875
0,3,male,0,0,0.9524884819984436,S,B,Mr.,40.2315673828125
0,3,male,0,0,49.9222526550293,S,D,Mr.,29.389503479003906
0,3,male,1,0,56.813880920410156,S,NoCabin,Mr.,38.92289733886719
0,3,male,1,1,44.93617630004883,S,C,Mr.,38.79841613769531
0,3,male,1,0,-26.514745712280273,S,B,Mr.,25.25973892211914
0,3,male,0,0,52.49449920654297,S,NoCabin,Mr.,30.429622650146484
0,3,male,0,0,25.92200469970703,S,C,Mr.,33.3344841003418
0,3,male,1,1,75.02470397949219,C,C,Mr.,43.21446228027344
0,3,female,1,1,33.288021087646484,S,NoCabin,Mrs.,17.998098373413086
0,3,male,0,0,49.134910583496094,S,C,Mr.,53.91154861450195
0,3,male,1,0,113.38130187988281,S,C,Mrs.,28.957035064697266
0,3,male,2,0,63.990562438964844,S,B,Mr.,41.791629791259766
0,3,male,0,0,11.365145683288574,S,NoCabin,Mr.,39.11608123779297
0,3,male,0,0,84.37782287597656,S,C,Mr.,40.27311325073242
0,3,male,0,0,17.74978256225586,S,NoCabin,Mr.,22.97974395751953
0,3,female,0,0,-10.913853645324707,C,C,Mr.,23.536487579345703
0,3,female,0,0,16.069854736328125,S,C,Mr.,17.555160522460938
0,3,male,0,0,25.195350646972656,S,C,Mr.,25.38054847717285
0,3,male,2,0,66.66931915283203,S,NoCabin,Mr.,42.65985870361328
0,3,male,-2,-1,-47.919002532958984,S,NoCabin,Mr.,42.63331985473633
0,3,male,0,0,29.830406188964844,S,C,Mr.,19.47698211669922
0,3,male,1,0,-10.615975379943848,S,NoCabin,Mr.,27.99585723876953
0,3,male,2,1,61.39169692993164,S,C,Mr.,35.12588119506836
0,3,female,0,0,78.51069641113281,Q,B,Miss.,28.48506736755371
0,3,male,2,1,68.87294006347656,S,B,Mr.,18.88018798828125
0,3,male,-1,0,7.038025379180908,S,NoCabin,Mr.,34.56645584106445
0,3,male,1,1,57.662147521972656,S,B,Mr.,35.28892517089844
0,3,male,0,0,30.448511123657227,S,NoCabin,Mr.,35.75797653198242
0,3,female,2,1,34.53243637084961,C,C,Miss.,25.352720260620117
0,1,male,0,1,53.82061767578125,S,B,Misc.,28.903396606445312
0,3,male,2,1,20.0168399810791,S,NoCabin,Mr.,29.653060913085938
0,3,male,0,1,27.72412109375,S,E,Mr.,12.904011726379395
0,3,male,0,0,-0.36499544978141785,S,NoCabin,Mr.,22.76909637451172
0,3,male,1,0,76.27591705322266,C,C,Mr.,23.479854583740234
0,3,male,0,0,38.332054138183594,S,NoCabin,Mr.,45.42527770996094
0,3,male,0,0,44.33547592163086,S,NoCabin,Mr.,23.633373260498047
0,3,male,1,0,14.063549995422363,S,C,Mr.,38.561222076416016
0,3,male,1,0,35.41507339477539,S,C,Mr.,39.954383850097656
0,3,female,2,1,121.16314697265625,S,B,Master.,49.7105712890625
0,3,male,-1,0,3.2002015113830566,S,D,Mr.,48.70065689086914
0,3,male,2,0,77.23628997802734,S,B,Mr.,40.89362335205078
0,3,male,1,0,28.06411361694336,C,C,Mr.,23.58820343017578
0,3,male,-1,0,-5.1958327293396,S,NoCabin,Mr.,41.15034866333008
0,3,male,1,1,38.2540283203125,C,NoCabin,Mrs.,24.16277503967285
0,3,male,0,1,34.525943756103516,S,B,Mr.,21.92854881286621
0,3,male,1,0,-26.838956832885742,S,D,Mr.,37.456321716308594
0,3,male,1,0,41.044822692871094,S,D,Mr.,37.58573913574219
0,3,male,-2,-1,-55.3367805480957,S,NoCabin,Mr.,32.68040466308594
0,3,male,0,0,70.05838012695312,C,NoCabin,Mr.,31.68189811706543
0,3,male,0,0,13.10587215423584,S,NoCabin,Mr.,31.900413513183594
0,3,female,0,1,44.870994567871094,C,C,Miss.,26.016767501831055
0,3,male,1,1,18.86103630065918,Q,C,Mr.,26.151945114135742
0,3,female,1,2,52.09293746948242,S,C,Miss.,32.396732330322266
0,3,male,0,0,46.76779556274414,S,C,Mr.,34.98806381225586
0,3,male,1,1,45.51390075683594,S,C,Mr.,26.269800186157227
0,3,male,1,0,41.34108352661133,S,B,Mr.,39.41405487060547
0,3,male,0,0,60.36772918701172,S,D,Mr.,31.499187469482422
0,1,female,1,1,21.641178131103516,C,NoCabin,Miss.,45.55226135253906
0,3,male,1,0,12.48473072052002,S,D,Mr.,26.88675308227539
0,3,male,1,0,43.1701774597168,S,B,Mr.,29.85853385925293
0,3,male,2,0,50.6097412109375,S,B,Mr.,29.329086303710938
0,3,male,1,1,29.75914192199707,S,C,Mr.,31.237348556518555
0,3,male,1,0,-3.649552822113037,S,D,Mr.,30.208284378051758
0,3,female,1,1,36.566619873046875,C,B,Mrs.,24.618427276611328
0,1,male,0,0,-45.409236907958984,S,NoCabin,Mr.,21.32785987854004
0,3,female,1,0,50.1076774597168,S,C,Mrs.,26.91645622253418
0,2,male,1,1,30.127771377563477,S,B,Mr.,30.964935302734375
0,3,male,0,0,9.62316608428955,S,NoCabin,Mr.,19.050424575805664
0,3,male,1,0,-0.958211362361908,S,B,Mr.,30.587047576904297
0,3,male,1,0,18.43317985534668,S,NoCabin,Mr.,16.880443572998047
0,3,male,1,0,36.65161895751953,S,B,Mr.,42.42732238769531
0,3,male,-1,0,-45.91130447387695,S,B,Mr.,43.771820068359375
0,3,male,1,0,27.61288833618164,S,NoCabin,Mr.,35.009403228759766
0,3,male,1,0,18.683639526367188,S,NoCabin,Mr.,7.626915454864502
0,3,male,-1,0,-5.071633815765381,S,C,Mr.,40.0020866394043
0,2,male,1,1,78.90402221679688,S,B,Mr.,39.061439514160156
0,2,male,0,1,50.609458923339844,S,B,Miss.,34.10799789428711
0,3,male,1,0,3.1552796363830566,S,NoCabin,Mr.,27.440488815307617
0,3,male,1,1,52.247589111328125,S,C,Mr.,36.43826675415039
0,3,male,1,1,55.3710823059082,S,C,Mr.,52.20639419555664
0,3,male,2,1,71.99182891845703,S,C,Mr.,34.079254150390625
