iter	RMSE
229	10.39991072
230	10.38721396
231	10.38572646
232	10.38471395
233	10.38302691
234	10.37783237
235	10.36857632
236	10.36608658
237	10.36187832
238	10.36056936
239	10.36007034
240	10.35822507
241	10.3579203
242	10.35786749
243	10.35388785
244	10.35117155
245	10.3471941
246	10.34402966
247	10.3423106
248	10.33619159
249	10.33616089
250	10.33074367
251	10.32638644
252	10.32371483
253	10.31878257
254	10.31864207
255	10.31849732
256	10.31702483
257	10.31534052
258	10.30812391
259	10.30809844
260	10.3042509
261	10.2976152
262	10.29654408
263	10.29436005
264	10.29346346
265	10.29190499
266	10.2879945
267	10.28634054
268	10.28551452
269	10.28148347
270	10.27952031
271	10.27613112
272	10.27532345
273	10.27292029
274	10.26335107
275	10.25944089
276	10.25804633
277	10.25799033
278	10.2569332
279	10.25614642
280	10.25502563
281	10.25428939
282	10.25186742
283	10.2478888
284	10.2477153
285	10.24473908
286	10.24213271
287	10.23951285
288	10.23790823
289	10.23778693
290	10.2362574
291	10.23066535
292	10.22717866
293	10.22490223
294	10.21824178
295	10.21437646
296	10.20924937
297	10.20653746
298	10.20393849
299	10.19993259
300	10.19951636
301	10.19942946
302	10.19926747
303	10.19914302
304	10.19408985
305	10.19321341
306	10.1921791
307	10.19216299
308	10.19181515
309	10.19029859
310	10.18843277
311	10.18617507
312	10.18551872
313	10.18508955
314	10.18026425
315	10.17636784
316	10.1718595
317	10.17118771
318	10.16928234
319	10.16573639
320	10.16304516
321	10.16260211
322	10.1623464
323	10.16133855
324	10.16059983
325	10.1574839
326	10.15737564
327	10.15620408
328	10.14201936
329	10.14071924
330	10.13248958
331	10.13223364
332	10.1299105
333	10.12961561
334	10.12694017
335	10.12443047
336	10.12355125
337	10.11671428
338	10.11228431
339	10.1098148
340	10.10796497
341	10.10118516
342	10.09752048
343	10.09693694
344	10.09389892
345	10.09289995
346	10.09199305
347	10.09140322
348	10.09127636
349	10.08995777
350	10.08879411
351	10.0887811
352	10.08694477
353	10.08687969
354	10.08647018
355	10.08595054
356	10.08545746
357	10.08544553
358	10.08510269
359	10.0841864
360	10.08042979
361	10.07779341
362	10.07554622
363	10.07473713
364	10.06963022
365	10.06540726
366	10.06449027
367	10.06267833
368	10.06234994
369	10.062332
370	10.05976973
371	10.05908012
372	10.05719539
373	10.05663236
374	10.04942595
375	10.04202643
376	10.0399031
377	10.03805892
378	10.03734165
379	10.03583118
380	10.03298133
381	10.03192122
382	10.0294461
383	10.02865838
384	10.02846745
385	10.02789025
386	10.02550199
387	10.02502558
388	10.02481056
389	10.02390842
390	10.01880454
391	10.00679151
392	10.00529009
393	10.00379392
394	10.00377861
395	9.996969735
396	9.99668844
397	9.996458582
398	9.992990365
399	9.988623825
400	9.987381526
401	9.985280001
402	9.98512878
403	9.982998831
404	9.981970683
405	9.979637225
406	9.978885052
407	9.978872991
408	9.97873812
409	9.978105956
410	9.977314736
411	9.977289513
412	9.976540453
413	9.973919948
414	9.970273789
415	9.969681697
416	9.969072557
417	9.957850048
418	9.953272963
419	9.950339533
420	9.948934083
421	9.94826648
422	9.945445993
423	9.943271781
424	9.9419
425	9.939340817
426	9.93898303
427	9.938677524
428	9.937731222
429	9.932664579
430	9.931310062
431	9.925631643
432	9.92529541
433	9.924698981
434	9.922157417
435	9.921813346
436	9.921067819
437	9.918891572
438	9.918632332
439	9.918487265
440	9.916945451
441	9.916538857
442	9.915755966
443	9.91544202
444	9.914643592
445	9.914419557
446	9.914044867
447	9.911870942
448	9.908764035
449	9.908012003
450	9.901330664
451	9.900348189
452	9.899819888
453	9.894341256
454	9.893403985
455	9.892903517
456	9.892773558
457	9.892479345
458	9.885669076
459	9.883518247
460	9.878057158
461	9.87748834
462	9.875756207
463	9.875365646
464	9.874258695
465	9.8724268
466	9.871924715
467	9.871286266
468	9.870247035
469	9.867178585
470	9.867170823
471	9.867166387
472	9.859832606
473	9.858904818
474	9.85613314
475	9.855545293
476	9.854851933
477	9.853809303
478	9.853602207
479	9.853230756
480	9.851599317
481	9.851153928
482	9.850279753
483	9.850273088
484	9.850266978
485	9.847551204
486	9.846291661
487	9.846037177
488	9.846031065
489	9.839831403
490	9.837412509
491	9.837027656
492	9.83683856
493	9.836561584
494	9.836183372
495	9.833949397
496	9.830531814
497	9.826199981
498	9.820879712
499	9.820480283
500	9.818627211
501	9.818065537
502	9.81804882
503	9.817912854
504	9.816377537
505	9.815933337
506	9.81559446
507	9.812488291
508	9.809812809
509	9.808880289
510	9.80719015
511	9.805196193
512	9.803321257
513	9.80070356
514	9.799133722
515	9.796526634
516	9.794904182
517	9.794644453
518	9.788277544
519	9.786086302
520	9.784480012
521	9.783273863
522	9.782717989
523	9.782709041
524	9.782291835
525	9.781858951
526	9.780556267
527	9.780519908
528	9.778959139
529	9.778300632
530	9.774678332
531	9.772389989
532	9.770054073
533	9.768880865
534	9.767843621
535	9.764725064
536	9.762933137
537	9.759564681
538	9.758320693
539	9.757392223
540	9.756713196
541	9.754830624
542	9.754471116
543	9.753853024
544	9.75185377
545	9.751843672
546	9.750323762
547	9.74964817
548	9.748997785
549	9.748021283
550	9.746570942
551	9.746557471
552	9.744750975
553	9.744261963
554	9.739939505
555	9.73506384
556	9.734465872
557	9.734211836
558	9.73214896
559	9.732145588
560	9.730586617
561	9.729439015
562	9.72311831
563	9.722866792
564	9.721660315
565	9.721458845
566	9.721310273
567	9.721306896
568	9.715752941
569	9.710851047
570	9.707355747
571	9.706735782
572	9.703683284
573	9.69951647
574	9.69699995
575	9.696896703
576	9.691964951
577	9.688858109
578	9.68856561
579	9.686262571
580	9.683723399
581	9.680746155
582	9.679414603
583	9.679076599
584	9.67868658
585	9.677193058
586	9.676482395
587	9.674894098
588	9.67417139
589	9.663598304
590	9.662347056
591	9.659859932
592	9.658748674
593	9.658739611
594	9.657969811
595	9.653060111
596	9.652745556
597	9.652469532
598	9.652460463
599	9.651409007
600	9.651407306
601	9.650616513
602	9.648966124
603	9.645568645
604	9.645047944
605	9.644668461
606	9.644176076
607	9.640027239
608	9.63932235
609	9.638644654
610	9.635429773
611	9.63521628
612	9.635048776
613	9.634087983
614	9.632209276
615	9.632111582
616	9.629216104
617	9.629155311
618	9.62851781
619	9.628160405
620	9.627087541
621	9.627082994
622	9.625109702
623	9.624550946
624	9.624540714
625	9.624474776
626	9.624311063
627	9.624077996
628	9.623566934
629	9.622637401
630	9.621153375
631	9.621053863
632	9.62064955
633	9.620325973
634	9.619337547
635	9.618709065
636	9.617704545
637	9.617118622
638	9.615430053
639	9.615259359
640	9.615200184
641	9.610677369
642	9.610058567
643	9.608159788
644	9.60468123
645	9.600507918
646	9.599183473
647	9.599137878
648	9.598977154
649	9.597504859
650	9.596561971
651	9.596561401
652	9.594815615
653	9.594813335
654	9.594716401
655	9.594410767
656	9.593849653
657	9.593550264
658	9.593548553
659	9.593411117
660	9.592920663
661	9.592826561
662	9.592741584
663	9.592445583
664	9.592041204
665	9.589617429
666	9.58940691
667	9.58860872
668	9.580864147
669	9.580778493
670	9.580213154
671	9.578058563
672	9.577258571
673	9.576289695
674	9.574080793
675	9.573924219
676	9.56870382
677	9.56865179
678	9.568168072
679	9.56642311
680	9.564423288
681	9.563895595
682	9.561842321
683	9.561654077
684	9.561572255
685	9.561571397
686	9.56118431
687	9.561182307
688	9.560644993
689	9.560417813
690	9.560048705
691	9.558960184
692	9.558959612
693	9.558959039
694	9.558620783
695	9.557360371
696	9.552104
697	9.551817336
698	9.551809317
699	9.551809031
700	9.551459065
701	9.550594693
702	9.54986888
703	9.54601949
704	9.544803842
705	9.544608957
706	9.544526989
707	9.544435563
708	9.544244683
709	9.543819346
710	9.543814473
711	9.543575427
712	9.543499757
713	9.539057365
714	9.539057365
715	9.538583904
716	9.538296834
717	9.537987384
718	9.536471827
719	9.536126749
720	9.534540605
721	9.53446601
722	9.533712573
723	9.532193753
724	9.5318181
725	9.531817526
726	9.5298136
727	9.529025921
728	9.528663635
729	9.528017688
730	9.526604777
731	9.525983386
732	9.525784383
733	9.525203718
734	9.52237168
735	9.522267976
736	9.52226539
737	9.522020633
738	9.514546454
739	9.514413627
740	9.513984655
741	9.513849232
742	9.513557102
743	9.513477742
744	9.513333398
745	9.513026875
746	9.512653053
747	9.512500069
748	9.512159585
749	9.511919168
750	9.511704916
751	9.511412721
752	9.511283013
753	9.511145826
754	9.511145538
755	9.510863679
756	9.510750933
757	9.510467625
758	9.50892927
759	9.502945212
760	9.502717228
761	9.502651883
762	9.502399423
763	9.502155305
764	9.502155305
765	9.501882392
766	9.50174363
767	9.500016701
768	9.499741135
769	9.497832397
770	9.497763563
771	9.497705384
772	9.497252904
773	9.495708663
774	9.493921282
775	9.492333273
776	9.49226901
777	9.49226584
778	9.492199847
779	9.492199847
780	9.4907205
781	9.486875079
782	9.485518619
783	9.483467989
784	9.483467412
785	9.483406261
786	9.483073098
787	9.482416256
788	9.482175085
789	9.48197372
790	9.481846206
791	9.48068898
792	9.473137723
793	9.472068093
794	9.467987144
795	9.46792936
796	9.467808591
797	9.467640147
798	9.467415647
799	9.467359305
800	9.467359016
801	9.467180451
802	9.467168893
803	9.467083944
804	9.467006217
805	9.46699437
806	9.466787481
807	9.466588101
808	9.465765973
809	9.465765973
810	9.461168831
811	9.458843683
812	9.458465406
813	9.458071785
814	9.456375065
815	9.456131494
816	9.456131494
817	9.455994953
818	9.455891678
819	9.455368054
820	9.455241627
821	9.455142973
822	9.454784222
823	9.453108614
824	9.452924572
825	9.452764834
826	9.450527349
827	9.450498114
828	9.450151055
829	9.449534768
830	9.449531294
831	9.449527531
832	9.446961502
833	9.445248885
834	9.444608818
835	9.444603315
836	9.444603025
837	9.443467885
838	9.443005854
839	9.442905913
840	9.442905333
841	9.44283465
842	9.442768891
843	9.441681045
844	9.440966561
845	9.440774749
846	9.440693618
847	9.440127424
848	9.437971576
849	9.43774695
850	9.437744631
851	9.433597218
852	9.433554303
853	9.432514985
854	9.431657113
855	9.431463371
856	9.431403623
857	9.431161148
858	9.431034687
859	9.431023665
860	9.430728389
861	9.430043825
862	9.430043535
863	9.428494959
864	9.427820968
865	9.427760037
866	9.427666898
867	9.427661966
868	9.427661385
869	9.426753741
870	9.426753451
871	9.425754303
872	9.425025552
873	9.424239274
874	9.424160033
875	9.424023899
876	9.424023899
877	9.422882506
878	9.42204408
879	9.420868475
880	9.420473283
881	9.420375717
882	9.420057747
883	9.419886127
884	9.419728442
885	9.419728152
886	9.419728152
887	9.4196178
888	9.4196178
889	9.419387218
890	9.419386928
891	9.418524666
892	9.418519438
893	9.417824111
894	9.416835054
895	9.416780152
896	9.415615219
897	9.415546946
898	9.415470537
899	9.415226199
900	9.414649466
901	9.41287866
902	9.411642908
903	9.411588848
904	9.411363592
905	9.411049388
906	9.411009857
907	9.410959281
908	9.409720661
909	9.409525013
910	9.409520653
911	9.409520653
912	9.409391866
913	9.409387214
914	9.408389421
915	9.408272539
916	9.407333947
917	9.407161803
918	9.406969301
919	9.406969301
920	9.406718053
921	9.406652914
922	9.406271666
923	9.406267594
924	9.406014874
925	9.406010802
926	9.405869462
927	9.405683332
928	9.405055115
929	9.40400043
930	9.403853242
931	9.40384946
932	9.4034041
933	9.40332992
934	9.403293556
935	9.403293556
936	9.403288902
937	9.402963664
938	9.402831878
939	9.40204258
940	9.401722827
941	9.401680929
942	9.401660853
943	9.401531959
944	9.400722183
945	9.400430902
946	9.399425755
947	9.397901533
948	9.397664306
949	9.396930465
950	9.396489144
951	9.393720804
952	9.392796193
953	9.392756003
954	9.392545731
955	9.391865082
956	9.390827559
957	9.390609379
958	9.390599475
959	9.390531893
960	9.390466933
961	9.390463438
962	9.390176791
963	9.389572882
964	9.389453145
965	9.388769941
966	9.388536854
967	9.387788605
968	9.387594248
969	9.387593957
970	9.387200861
971	9.384340585
972	9.384337379
973	9.384168603
974	9.383952308
975	9.383913247
976	9.382695254
977	9.382694963
978	9.38248709
979	9.3817646
980	9.381555539
981	9.381555248
982	9.381474188
983	9.381412373
984	9.380441348
985	9.379922844
986	9.379862185
987	9.379760988
988	9.379701494
989	9.379648999
990	9.379607878
991	9.379607878
992	9.379085828
993	9.379047329
994	9.378825667
995	9.378713084
996	9.376004556
997	9.375758023
998	9.375665243
999	9.375661158
